Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TB Base Volume,TB Quote Volume,Ignore
2023-08-26 13:48:00,0.008092,0.0081,0.00809,0.008099,31244567.0,2023-08-26 13:50:59.999000064,252954.252058,565,24074854.0,194917.481085,0
2023-08-26 13:51:00,0.008099,0.008099,0.008092,0.008092,7799719.0,2023-08-26 13:53:59.999000064,63146.243072,183,2040150.0,16518.247909,0
2023-08-26 13:54:00,0.008092,0.008098,0.008087,0.008094,21336275.0,2023-08-26 13:56:59.999000064,172651.446136,404,6667578.0,53965.969668,0
2023-08-26 13:57:00,0.008094,0.008097,0.008093,0.008097,7326632.0,2023-08-26 13:59:59.999000064,59307.908846,190,3162894.0,25605.120357,0
2023-08-26 14:00:00,0.008097,0.008098,0.008087,0.00809,18904127.0,2023-08-26 14:02:59.999000064,152976.038726,406,4954377.0,40097.928326,0
2023-08-26 14:03:00,0.008091,0.008092,0.008087,0.008092,24119315.0,2023-08-26 14:05:59.999000064,195126.790724,313,17844686.0,144368.092288,0
2023-08-26 14:06:00,0.008092,0.008101,0.008092,0.008099,20499210.0,2023-08-26 14:08:59.999000064,165983.106773,400,15113533.0,122367.756082,0
2023-08-26 14:09:00,0.0081,0.008104,0.008095,0.008103,11041883.0,2023-08-26 14:11:59.999000064,89431.291486,289,6123792.0,49600.833081,0
2023-08-26 14:12:00,0.008102,0.008107,0.008101,0.008104,10287686.0,2023-08-26 14:14:59.999000064,83373.498941,238,5826540.0,47222.160207,0
2023-08-26 14:15:00,0.008105,0.008107,0.008102,0.008105,14383309.0,2023-08-26 14:17:59.999000064,116569.792086,253,8627135.0,69921.358634,0
2023-08-26 14:18:00,0.008104,0.008106,0.008101,0.008101,6019450.0,2023-08-26 14:20:59.999000064,48780.119431,186,2344841.0,19003.993732,0
2023-08-26 14:21:00,0.008102,0.008102,0.008098,0.008098,2627682.0,2023-08-26 14:23:59.999000064,21283.350073,94,712682.0,5772.388892,0
2023-08-26 14:24:00,0.008097,0.008104,0.008091,0.008101,14115665.0,2023-08-26 14:26:59.999000064,114309.283359,322,7486575.0,60642.29984,0
2023-08-26 14:27:00,0.0081,0.008103,0.0081,0.008101,2908512.0,2023-08-26 14:29:59.999000064,23562.601785,115,678650.0,5498.374443,0
