Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TB Base Volume,TB Quote Volume,Ignore
2023-08-16 20:35:00.000000000,0.009517,0.009563,0.009434,0.009468,803783873.0,2023-08-16 20:39:59.999000064,7647786.026442,16917,404838814.0,3854893.879253,0
2023-08-16 20:40:00.000000000,0.009469,0.009515,0.009361,0.009505,1180921293.0,2023-08-16 20:44:59.999000064,11174357.898647,21306,600918478.0,5688306.253502,0
2023-08-16 20:45:00.000000000,0.009504,0.009537,0.00948,0.009537,355222340.0,2023-08-16 20:49:59.999000064,3378704.547483,8507,209812350.0,1996134.177918,0
2023-08-16 20:50:00.000000000,0.009534,0.009539,0.00949,0.00952,204869907.0,2023-08-16 20:54:59.999000064,1949301.285866,5160,103146432.0,981548.581416,0
2023-08-16 20:55:00.000000000,0.009519,0.009522,0.009463,0.009502,252324746.0,2023-08-16 20:59:59.999000064,2394466.80935,5685,137989047.0,1309469.447789,0
2023-08-16 21:00:00.000000000,0.009501,0.009502,0.009413,0.009424,364404910.0,2023-08-16 21:04:59.999000064,3443092.337833,7916,152640934.0,1442183.875503,0
2023-08-16 21:05:00.000000000,0.009423,0.009443,0.00929,0.00934,1538217260.0,2023-08-16 21:09:59.999000064,14395655.373526,26603,669765440.0,6273130.098054,0
2023-08-16 21:10:00.000000000,0.009339,0.009419,0.00914,0.009279,2224074846.0,2023-08-16 21:14:59.999000064,20657736.475919,36932,1034244217.0,9616776.732162,0
2023-08-16 21:15:00.000000000,0.009278,0.009348,0.009246,0.009258,690203175.0,2023-08-16 21:19:59.999000064,6420999.957758,13453,315685453.0,2937097.245314,0
2023-08-16 21:20:00.000000000,0.009257,0.009314,0.009248,0.0093,466998076.0,2023-08-16 21:24:59.999000064,4332430.719285,8456,288903302.0,2680637.681604,0
2023-08-16 21:25:00.000000000,0.009299,0.009369,0.009298,0.009354,426720975.0,2023-08-16 21:29:59.999000064,3988068.991768,8894,252424750.0,2359136.744257,0
2023-08-16 21:30:00.000000000,0.009354,0.009459,0.00934,0.009423,844144553.0,2023-08-16 21:34:59.999000064,7943100.302609,14442,490855073.0,4619548.865161,0
2023-08-16 21:35:00.000000000,0.009423,0.009423,0.00918,0.009201,2112662045.0,2023-08-16 21:39:59.999000064,19607742.605998,35463,828328316.0,7685013.195125,0
2023-08-16 21:40:00.000000000,0.009202,0.009203,0.00901,0.009056,1927028590.0,2023-08-16 21:44:59.999000064,17517860.620635,33924,944044697.0,8580474.925468,0
2023-08-16 21:45:00.000000000,0.009056,0.00918,0.00905,0.009142,764703835.0,2023-08-16 21:49:59.999000064,6979990.042844,13317,403581804.0,3681934.053136,0
2023-08-16 21:50:00.000000000,0.009142,0.009181,0.00909,0.009102,544035419.0,2023-08-16 21:54:59.999000064,4967462.140466,8732,221796835.0,2024717.511931,0
2023-08-16 21:55:00.000000000,0.009103,0.009163,0.009023,0.009149,1061656646.0,2023-08-16 21:59:59.999000064,9649600.644239,15145,581125764.0,5283843.126551,0
2023-08-16 22:00:00.000000000,0.009149,0.009267,0.009136,0.009258,1014006674.0,2023-08-16 22:04:59.999000064,9335876.060606,16280,561532590.0,5170637.62757,0
2023-08-16 22:05:00.000000000,0.009257,0.009298,0.009213,0.009268,546468226.0,2023-08-16 22:09:59.999000064,5056578.792999,10893,289204635.0,2676670.737358,0
2023-08-16 22:10:00.000000000,0.009268,0.00931,0.009253,0.00929,558421100.0,2023-08-16 22:14:59.999000064,5184926.68375,10873,284238414.0,2639558.891574,0
2023-08-16 22:15:00.000000000,0.009291,0.0093,0.009247,0.009284,466745159.0,2023-08-16 22:19:59.999000064,4327687.170425,7982,189545971.0,1758085.445326,0
2023-08-16 22:20:00.000000000,0.009284,0.009349,0.009283,0.009319,475130429.0,2023-08-16 22:24:59.999000064,4427191.1134,9237,259904990.0,2421962.851533,0
2023-08-16 22:25:00.000000000,0.009318,0.009367,0.009289,0.009349,466574795.0,2023-08-16 22:29:59.999000064,4352912.146173,8267,228271578.0,2130669.864442,0
2023-08-16 22:30:00.000000000,0.009348,0.009352,0.009285,0.00929,444241435.0,2023-08-16 22:34:59.999000064,4137174.913389,7748,161087423.0,1500833.693773,0
2023-08-16 22:35:00.000000000,0.009291,0.009344,0.009273,0.009337,309746398.0,2023-08-16 22:39:59.999000064,2882621.636991,5527,167337140.0,1557862.221451,0
2023-08-16 22:40:00.000000000,0.009337,0.009387,0.009325,0.009333,387187215.0,2023-08-16 22:44:59.999000064,3621638.650622,8010,201221290.0,1882387.612557,0
2023-08-16 22:45:00.000000000,0.009332,0.00935,0.009313,0.009343,215210848.0,2023-08-16 22:49:59.999000064,2007867.017187,4257,112755280.0,1052048.734432,0
2023-08-16 22:50:00.000000000,0.009343,0.009375,0.009338,0.009361,248792047.0,2023-08-16 22:54:59.999000064,2328002.697608,4862,139437840.0,1304762.581922,0
2023-08-16 22:55:00.000000000,0.009362,0.00937,0.009349,0.009367,136121075.0,2023-08-16 22:59:59.999000064,1273732.893377,3277,66355308.0,620985.010391,0
2023-08-16 23:00:00.000000000,0.009368,0.009372,0.009281,0.009284,389211622.0,2023-08-16 23:04:59.999000064,3625183.822892,7811,125774932.0,1171712.15637,0
2023-08-16 23:05:00.000000000,0.009283,0.009337,0.009257,0.009328,368494606.0,2023-08-16 23:09:59.999000064,3426948.221226,6681,185890819.0,1729598.859294,0
2023-08-16 23:10:00.000000000,0.009327,0.009328,0.009297,0.00931,136071655.0,2023-08-16 23:14:59.999000064,1266814.081794,2672,53252362.0,495849.182276,0
2023-08-16 23:15:00.000000000,0.00931,0.009317,0.009269,0.009297,313365897.0,2023-08-16 23:19:59.999000064,2911735.857029,5012,140446563.0,1305552.002734,0
2023-08-16 23:20:00.000000000,0.009297,0.009297,0.009193,0.009238,602302753.0,2023-08-16 23:24:59.999000064,5566587.91177,8868,230580034.0,2132869.402564,0
2023-08-16 23:25:00.000000000,0.009238,0.009248,0.00916,0.00923,770952847.0,2023-08-16 23:29:59.999000064,7095747.709307,10936,316634280.0,2915876.171992,0
2023-08-16 23:30:00.000000000,0.00923,0.009296,0.009228,0.009268,381148161.0,2023-08-16 23:34:59.999000064,3531886.641753,7402,242831921.0,2250248.592674,0
2023-08-16 23:35:00.000000000,0.009267,0.00928,0.009242,0.009274,214351888.0,2023-08-16 23:39:59.999000064,1985827.723465,4150,108823622.0,1008328.181318,0
2023-08-16 23:40:00.000000000,0.009274,0.009279,0.00926,0.009273,129724325.0,2023-08-16 23:44:59.999000064,1202525.204217,2652,66804252.0,619357.001128,0
2023-08-16 23:45:00.000000000,0.009274,0.009287,0.009261,0.009266,142022914.0,2023-08-16 23:49:59.999000064,1316856.543367,3038,62683606.0,581299.027951,0
2023-08-16 23:50:00.000000000,0.009266,0.009269,0.00924,0.00924,76410491.0,2023-08-16 23:54:59.999000064,707619.08873,1721,29643282.0,274541.223641,0
2023-08-16 23:55:00.000000000,0.00924,0.009242,0.009208,0.009212,141113672.0,2023-08-16 23:59:59.999000064,1302151.849524,3849,64309053.0,593521.983349,0
2023-08-17 00:00:00.000000000,0.009211,0.009213,0.009144,0.009198,569175744.0,2023-08-17 00:04:59.999000064,5225071.655269,9870,294064592.0,2700223.921999,0
2023-08-17 00:05:00.000000000,0.009198,0.009198,0.009113,0.009157,373457630.0,2023-08-17 00:09:59.999000064,3416114.182271,7910,182153895.0,1666390.333911,0
2023-08-17 00:10:00.000000000,0.009157,0.009185,0.00912,0.009166,379424965.0,2023-08-17 00:14:59.999000064,3473617.845185,5760,210481385.0,1927750.20416,0
2023-08-17 00:15:00.000000000,0.009166,0.009169,0.009042,0.009069,570935699.0,2023-08-17 00:19:59.999000064,5190287.609637,11177,230705234.0,2096647.663797,0
2023-08-17 00:20:00.000000000,0.00907,0.009093,0.009023,0.009085,502191878.0,2023-08-17 00:24:59.999000064,4551600.559562,9777,248356630.0,2251750.02783,0
2023-08-17 00:25:00.000000000,0.009086,0.009126,0.009076,0.009121,297910311.0,2023-08-17 00:29:59.999000064,2711494.572844,5098,188124110.0,1712466.770521,0
2023-08-17 00:30:00.000000000,0.009121,0.009121,0.008948,0.009027,1260120552.0,2023-08-17 00:34:59.999000064,11349343.407974,21767,512034975.0,4610962.948572,0
2023-08-17 00:35:00.000000000,0.009027,0.009053,0.008959,0.009036,902535192.0,2023-08-17 00:39:59.999000064,8130354.343278,14990,360923722.0,3253684.415738,0
2023-08-17 00:40:00.000000000,0.009035,0.00908,0.008925,0.009007,908755754.0,2023-08-17 00:44:59.999000064,8184498.831363,13768,450005986.0,4055820.149368,0
2023-08-17 00:45:00.000000000,0.009007,0.009134,0.008934,0.009084,1092170055.0,2023-08-17 00:49:59.999000064,9878581.50322,20074,536523375.0,4853966.162194,0
2023-08-17 00:50:00.000000000,0.009083,0.009092,0.009046,0.009082,476685684.0,2023-08-17 00:54:59.999000064,4323809.465513,7640,218714049.0,1984351.607501,0
2023-08-17 00:55:00.000000000,0.009081,0.009098,0.009068,0.009089,284844738.0,2023-08-17 00:59:59.999000064,2587567.331396,5254,159246499.0,1446581.843917,0
2023-08-17 01:00:00.000000000,0.00909,0.009118,0.009073,0.009104,307740020.0,2023-08-17 01:04:59.999000064,2799783.808602,5789,166169771.0,1511735.608509,0
2023-08-17 01:05:00.000000000,0.009105,0.009114,0.009092,0.009107,206035858.0,2023-08-17 01:09:59.999000064,1876015.832616,4203,102161216.0,930269.569426,0
2023-08-17 01:10:00.000000000,0.009107,0.009138,0.009089,0.009114,259755062.0,2023-08-17 01:14:59.999000064,2366986.998489,4410,149714753.0,1364335.953495,0
2023-08-17 01:15:00.000000000,0.009114,0.009116,0.009096,0.009107,125781569.0,2023-08-17 01:19:59.999000064,1145404.921989,2724,63696781.0,580052.846168,0
